PC1,PC2,PC3,PC4,PC5,PC6,term
115690400694227,182760953798165,248872432985785,155115190114123,17765118318023,-263462574732348,jazz fusion
149021072459201,276826614869883,-107750834612613,345371243949849,12843059613537,-557537813878002,lullaby
10064249928785,-122854909605115,827183523683898,524131122889655,44627719144446,-152332922752198,rock 'n roll
109138744159702,701260734965374,200769619584912,190585827960458,780441710158909,-271533758469841,country gospel
122345626657424,214690434916418,150710516999693,675326473752105,-140277530321115,-333329625353821,shock rock
121995446726361,58705643930039,159222370745962,119508855287149,359048699151013,-346097393141066,irish folk
73393604630516,-379661749795568,-10226844083434,132386515487627,185103089589058,-404262560196772,blue-eyed soul
125398526178978,109010795442598,163443660422102,-927809209997797,-844939213241219,-201787020183778,vaudeville
108232367938142,-896768620742776,-306650112801351,-17972842901123,180655985395934,-232868184072972,digital hardcore
114666248281278,166785524983033,580698192921461,-713774018329917,-330355458228794,-235813291896642,blues-rock
101607580339159,-253591049415179,981742752031618,284382308254047,765359915754373,-318144050115086,honky tonk
887776842732464,620530723341236,146188051291368,322930161186573,673830268503789,-363908434410848,roots reggae
216521651670596,354177325368059,196556995763542,801981163959655,-141296870919275,652412009389438,dance pop
925787422383365,-220415064032916,-239150444302481,-291531643397313,-320743911895126,-132704012899757,hip hop
100640328354408,-170198302583176,703795140291914,-147989320477316,-928115596693096,-556287227111386,twee pop
114636709043606,974246775277039,11333259546169,277419173377925,-122536029516367,-204245683167779,hip hop
967278048297117,-198849200607988,364057798782207,-926677505978865,-603302649052479,-864164233040035,chicago soul
108910531077146,-53950613916241,106975761916952,608321816709144,438736464718267,-260026882625022,power pop
-417348891717177,216494116159747,-890201556878249,-275672684144143,-17742879229906,-119617972593603,piano blues
104802352379827,157668130553594,-122438512173061,-286165411352263,-236958836736862,-290423567940219,freakbeat
139165986630483,170315446239848,-126670282343993,-352930119780826,455330206329569,-445178029344534,happy hardcore
113547460454201,221829558731219,105645012001676,155353649732897,617599094089598,-226358257142009,orchestra
477627610479699,-425962117137881,-152304018303281,245197860458059,167836515751876,-704117252307816,pop rock
871845928585404,-114111657950788,-161976486860817,441642347275659,798573760963844,-347659974104032,soft rock
128029689857853,171077533986623,-88442595694315,-853216619475816,159644077835577,-140023816191386,latin jazz
12834206775811,468910605425333,-682532020264783,-526563404136385,550631712847726,-314850593132429,western swing
106060664036509,-100600857543169,26753631635443,121743545713006,116145554602403,-21743953374549,dream pop
118357901228295,211991355395366,-146750662110734,346753600411572,948289531818328,-357212409298027,german pop
365422124664769,-667999205262124,157141648515605,430384363679316,36090285633862,-715536925967318,roots reggae
126571878069286,-304115494893701,811758525219061,-127840568134682,69869102757774,-151691798822792,ska punk
108486677084025,-105770888594513,110956383322462,373002344514501,690205418743921,-124741215678168,hip hop
125334015734397,-218931085111767,882432962506483,-160007372198452,426478401692318,-131779111660546,deathrock
515311021277341,388577519482047,267901363360209,72243178246812,786906418270887,-730709500361369,chicago soul
10788512297797,408223574483619,139638827863744,221740161913832,486358180632726,-250012614935858,easy listening
114128174268756,-309502819957775,448934511614413,129787666584649,638104650259214,-202106032765705,german pop
138974928662491,153636837786535,-706396527093543,948732233907518,598703320891253,-139264225777005,bossa nova
107949818640304,-132842722313414,130906879678255,111762377560809,759608360346931,-749541108923662,hardcore punk
140432844363554,164878535002601,-934603211011188,-114375497381097,-28083604675792,-292754916404094,dance pop
133983022575067,11347355170976,952843697180309,-411775657661107,239385715273526,-286028217424717,western swing
157204773026514,-111141541411924,-110226395590329,-985830993082164,-140111764366265,502876078244842,alternative rock
114113949900142,-260644905887548,-152317703767796,-48556868137803,-895877945288474,-249095039132123,indietronica
117437745785857,-495111354881237,-96529217629331,122873841661573,983638354456698,-308088328315736,folk
103818691217426,-186136085297439,-138971420951944,-578487682249231,-113213775238136,-176481853261293,hardcore metal
976402317537116,-185032701735981,-69488645052456,-127607218346581,-60283200249883,-131520868124851,stoner metal
204363593094767,153539271777977,232510572315066,-520624930903465,203661150213138,494868354768264,hard house
115804335569265,236231868534484,-405957049981951,45938377460248,196085888974918,-441663227779608,country blues
114490602398655,-418883161507173,-43431172533838,-217263445252843,-330987535962772,-204170991691566,country rock
110664193788316,-11863570885612,738890929732425,119349582145132,172314713175302,-131581104249177,shoegaze
148731576745972,223093185890944,-116879281862841,-251935930665579,648283860290172,-421318352076336,religious music
126691703429444,191535538112187,-912918738045193,193664932421601,-161077227314498,-426399489309276,country blues
123514474623038,514231367339092,-137468160571877,-946854094357996,-465002115065397,-321992147853213,easy listening
135277671981048,927605622047244,115596607615796,231193935444009,123277500486636,-221065139120937,classic country
133591022833195,149346554669215,-170536689200729,-661037259059766,10577984486697,-307258342951625,death core
184375847274591,-201244978026407,452904304466379,146599077821667,12722356041687,646547646463078,indie rock
129563310808933,144114130204913,723187894839685,-214121023897928,-805281490111066,-657750356287751,funk rock
104396604855264,-198463093336621,-172279005349048,-257979713427742,249829980071619,-155578354143108,oi
144925160656897,197548837752166,143739376696886,-970192195396253,-149698427196633,-17682476415791,chanson
143690646607661,201266292806227,870806818802318,243732315117345,714181027141185,-265814896893192,psychobilly
122359907623057,-660334160463976,793492918579809,-697413018631281,70496835637896,-727890219350245,power pop
126792535883656,982582543626118,-968199914748877,896690519062757,228088865144737,-273213169511703,chanson
113458237517196,-62096818729172,-163616572582965,521547282310611,167326401227147,-2716652935417,trip hop
140708273258958,146219795413122,-720982715934763,-21596884441685,46732546831097,-332797950905605,gaita
148019959540911,101186710962648,154141411601248,825697635085548,274085125624613,-200560001305982,soundtrack
10217166989783,-108619035828864,442602369560655,-826166374362909,-132898566917407,-877569866002325,soundtrack
114278041134036,-350349935525222,102648539309714,76954890292132,546534707842675,-367560324436193,easy listening
120949560237665,188187033353237,-119764589362736,-248683745741957,-507242175205884,-283446934380781,breakcore
137488084219152,155087087802805,-874958957749636,-968132615070789,-103831202167445,-330086564430351,lullaby
100129566904931,16524378229832,105318203200756,650613657944047,635953434882729,-282305160769625,honky tonk
117615259658677,916373973633645,923417953732079,199279027339701,-145818306987339,-280252681124923,easy listening
116588498989778,-689295030129506,149531410643616,-466890421269482,-737533538386219,-620372025421516,chicago blues
11158010073748,-852920087573051,342845294880803,772275065161514,491048450042031,-170094924198803,hip hop
112778879671956,252842761524542,-503572663546298,-683062429061803,-255633008828641,-162377164345916,chanson
145049728738075,-10946669264869,-109243170197714,-106844633741709,-824461547742432,263801021221678,british pop
11817934629158,792048868584842,144678504879332,204366248397595,160839673148849,-225007721526752,latin jazz
119694861500718,370419094441044,41816637324824,338518859078107,-674589633926975,-195196476457258,grindcore
120593992816976,-423570238231825,-163613486104347,-673038419751648,-430362370369335,-25272989899584,tech house
148265644450637,143657149323558,604533034433355,-683131240661918,111248731939754,-256908439450663,easy listening
108543230694371,-520086684661853,-574154529581376,-406554543175605,-182130646657402,-162348824146155,ballad
127560047145044,410012560280856,-145534062971505,530958804885986,475262247495599,-345752106529456,irish folk
14288345652864,122477227790754,25545918979031,335140531766011,151061297330417,-315661584352288,ccm
123608201087197,196875366631831,-876958803083146,177730209828651,-103979647836069,-263316923194397,hip hop
131910169166432,245834437801231,-121115438651172,807361098556163,-174479463200575,-346185337117266,alternative dance
120462625454164,159767405773724,148900275472491,678171534853491,-215820558746651,-177431986923299,french pop
135791881979643,203393112666759,105416522289856,155250789978972,343858055020431,-309506332677522,irish folk
106290127600953,-229305005437766,191717346724038,-526941189186976,546422642591186,-172489238677557,ska punk
125826981640465,-49509132994421,850495411920742,-893675664539533,38651370863104,-832024722511158,jungle music
232169377436745,-206826901978053,-486040010715963,993147943430154,526660678626024,-770836918898188,blues
124722273669967,-814899863687713,739826573200015,-616535453139439,306515368668812,-137266880368937,ccm
119902411367399,-14724110706938,-343298126977958,-172411804459811,-549517760742876,-181861207334768,honky tonk
139841875493439,58970239843834,102113144486076,-656902565555569,103658563292194,-153603767226419,vallenato
12102775885608,130244237526909,-934649988721011,177839546904719,-848830698380437,-26912369706322,folk rock
972827953053449,-215283248722132,903960081813747,189977577568071,-193169958732894,-824559917520533,soundtrack
101622043061463,-124954395225096,158759397045195,167135079458637,-122053624861526,709469944472604,opera
130880311286778,250139514254943,-153433327391811,-337063333806605,153234911423026,-263657754955648,hard rock
123555355396217,11738740050085,965310327845343,183761344951401,-164032035077978,-201363644597818,blues-rock
15241571435649,217376161675518,968052908040781,-998099355197369,-959286003154986,-237526722609959,jazz funk
121162336003994,-371604157015959,10032057541125,-13819167775834,-767221782392304,-21989490052577,rock
136326417210593,111150351077396,-713291387774874,219570100679621,169892557325426,-257121402997546,ragtime
104565172570692,521926155216221,-865996390165765,269782110123737,-739308393916689,-239088802056625,hardcore punk
145974138322826,151911825369183,699906928663355,827446586971854,168081692438083,-238308922103984,glam rock
109342293719275,-892465373147928,467660052836841,-543017073218411,-155693949997674,235460089538654,patriotic
144959628889835,191925276726928,-109388297856906,-758291463833679,-832901422876,-272142952095107,easy listening
138508679394615,100559964212718,978977740590766,-123278647214689,-659334582134549,-609068084510644,hip hop
118867066052171,-117391878245981,185094984596681,-143107267431666,-51862292318675,385078026448959,dance-punk
135347739488249,-371594219993032,891858305755104,-886709141417101,82802425193419,-311456286871087,jam band
10492555949582,-140339339605293,-243428636068551,-252083609116323,-101584761517811,-23375549923655,soundtrack
102990552690002,-152041741324821,-838134116942447,329490323487446,-853371503170172,-403781002369067,hip hop
824751485784122,909932422417426,177639068778735,174295713864936,-179997560080784,-398855217906692,cabaret
154038002645226,350765335296072,-667697928689628,723860929227412,-497794546778867,-35363025303897,irish folk
134070929316327,214057879381981,-832701969041448,15958475251641,-669436787581419,-330475607432005,chanson
15374877893559,16211421606351,-800818011267274,-808237412026227,894019553475029,-242378713482547,jazz funk
126342263893588,11529064153395,931930697174805,199599490017942,184059164664661,-164441290555588,black metal
130986671312604,840087788296726,103182825037819,-170757700670581,498301403153456,-478777146967298,trip hop
976903616412728,393607666288766,-19599833876847,136900251219875,168412161623141,-753092286096412,j pop
154412225504895,-130285714024771,781961887898692,110336506078598,109824397488028,-968029093427156,blues
132863436931154,573735047035289,297090074750872,145974072231829,147018724035533,-165045488126913,chill-out
151884789468136,137733445582703,116324662221495,-383120402076818,144846233217049,-108569510054493,opera
145273597106018,162620069386244,806523827946077,424766578026882,721113994439271,-163933282663841,latin jazz
121375383254849,-124818251657296,-161339400591281,-971443753110406,13702191426784,170035280159969,hip hop
114259607604874,153587855210054,192983099155304,-104554505667751,-227191057742091,-324051356641469,country blues
150961397121247,499320812854139,271669950801152,-12320582800402,172544426166032,-791191810820853,soundtrack
144927409794206,123602077395745,95368146088536,180995978176124,101266203238233,-96705536038767,orchestra
104988792849211,-478910899212138,105207716230184,456536120193034,602219185892516,-228277378393861,country rock
115777357491955,-104963244411349,-17269436802717,70105590203974,308895121435042,-140820432374483,trip hop
131563322502391,113084181247819,-532888370552472,-438291557161051,-170280224308191,-130494562196212,digital hardcore
171384446107255,233649781765044,-827672262317428,-405522994477853,259525379510641,-31475869512054,instrumental pop
149618073334563,194472770937324,320206371710627,-809548995078724,-467374738414278,-13943839206641,exotica
132403172949725,524714499744954,-140358561186141,683455876655595,385639096637683,-212442610564114,country gospel
126830765436072,-755568021476053,227343679230858,-424313367078234,62535802664444,114340253321571,rock 'n roll
1173237978752,-170942176747213,-199767759839781,-498917890635318,390244823907779,-653348271195983,punk
137243870841753,-33947704843634,18363291755749,-377706314710502,197579446959472,-491741219159375,chamber pop
128054197723988,-644275108837658,549184362689979,-784130280040207,300217851894289,549857926372734,western swing
119467611222717,-197373848337036,-980152401074613,-9446972362797,779656963204276,425968266622161,country blues
127516048209887,-112218532910198,134807889369134,-213398294265329,-43838029171038,842839475005836,grindcore
133736398261133,105154094883327,-119385409464497,294319191808541,-671936418964922,-1608127295464,kraut rock
676972609502871,-138193839489437,13530709111573,353658508838029,50933979948037,-450372618615447,classic rock
136770497056081,762173212646876,938908663500242,379175872620752,500048087111501,-228060265514342,chanson
107616286851108,191906198989143,-132034261770392,-17893951027568,106951293634161,-544613632153594,country blues
136437250897799,838583032986727,-157822298000041,-10896614228154,-478010017188726,420792611212121,digital hardcore
119199206126869,-731608872753779,124814627461817,711980045980311,425791321303713,128458803580777,folk metal
127983564369151,119618105273779,156604130904489,154199094886762,-479919984029851,363509684795299,big beat
130220063000134,903576641296923,589560320350743,-657679454416005,-18893680857481,590887446854891,post-hardcore
28086082564242,-906049535838792,121971174395622,839448332157785,425053240947732,-867162875401218,vocal jazz
192391665497579,191841411088103,-974044071597619,228312963358817,613509897306308,501063782236519,experimental rock
11127286012105,-148874013962001,818810277736238,692500966529512,226017986491897,171971361736604,hardcore punk
138007274099044,32092784143751,-949970959184701,-740622244868027,-389851008119945,-12054578105309,disco
134908723344068,461909381696665,724702800204868,-375151931994945,396460752652059,910532009028386,gangster rap
111748686516021,-789541357546473,194249584918413,210740173067216,-534041702665059,138842184651216,speedcore
102138770092831,-167972978991252,633929596813836,93866618907951,-729317053175336,198020714047145,skate punk
129000764324095,-125324666974084,487170530423498,-408544303363897,-335276105436513,11722811346533,gangster rap
111747197897345,-623396202178953,-115855466633623,186612261434141,-225748473080155,-191612421293117,hip hop
159911825785833,214434527382041,-889778303736749,-1037901744944,855218509626919,-107433468850222,world beat
123206212439016,828095695178619,-486148625545941,230189118172754,-440925848634021,-316207732577885,oi
170195219527887,332611362838853,-898541215962419,-424730619233149,23615729171054,-155495747594959,irish folk
131798177988925,204596846967827,576526251248869,519913208382168,236168607205968,112903248466952,ccm
124980867501908,-458012757160958,132050441824236,-667843469486912,-284378097581113,242024625078421,indie rock
181113647068477,-455081202519223,115752647350751,-12156348144248,-214747667287292,632920483945345,orchestra
349308343370317,206254997562897,530344009891054,-103540804186702,144698608232335,-123437409952348,world beat
148997949296682,177635358042172,-845525267997752,631318617316282,351275036365603,-647340574487541,samba
144264866266054,106882744681529,-744335357053366,274391982234165,388028404961723,96502036778458,shoegaze
107947289327131,-229085496253028,623600696354917,-243242333421387,-306510909041249,356207897843913,dream pop
137800307399886,178921172004013,718630904227005,-90318114426329,-994288362642468,208512128513781,german pop
142778108323083,723086039002778,-840463227958402,142167282467254,362102029583394,171741662635946,opera
150892403396259,129003264563949,-136436996886835,911629854007702,152391810145073,-913756116835254,british pop
133667405597193,365944075687574,179383803217404,114414528516891,-188756165598353,24304497124583,disco
145182646174478,128837958498737,-122463683581536,-212567624551352,-283669284815884,1159333910,vaudeville
121923822476096,-345340213186612,-145602009883591,78146537477491,-563345209957669,808502305189267,dance rock
133101070281407,-824808591490061,105273626634171,-788699305521011,62805639723273,31870394378734,chicago soul
13054489642687,358391025222145,-102728938821618,919120457077025,-995062065551423,108766424788233,hip hop
144212451084702,133010241143045,-615902311258401,466775055703252,-266263778494788,505808143446577,ccm
124563840931234,-425377583681869,-666833472903422,814649401536687,654668497392288,148220997483971,heavy metal
134887196237566,125836100536856,211884857026488,148447398823528,-174977939405286,207533631174506,rap
127388049065679,-61285617744013,40693745422925,-929011950772925,-917300106181843,292703380853339,alternative dance
172856005056083,247169236474421,-692128846203873,313853542054516,232915266911558,-637106072923954,soundtrack
162283877155115,178082669017846,111235599898073,185566592966195,165697088996624,601197845763937,soundtrack
117846974769078,-974525413830849,-418514761202107,-316749953742867,-143407663921759,283447223305236,blues-rock
141220904169255,748912066124064,-101425626895938,-123903521303843,-148082990139267,159266444266684,dance-punk
123891072922533,-166704214516897,350934532869289,-104683686623446,-482529693641879,374194458787086,shock rock
108860199691755,-211091198372329,101525615305875,184154632251055,-447819056819736,425333867352449,hardcore punk
148449762249612,128713286186026,1638657618966,-292299519613751,159549750019327,237269284504104,easy listening
505421581249337,-191098228722978,-198541137205478,-305392376798681,927742026139148,-657770761600456,alternative metal
126192474444012,-216601784976084,-175292618931029,-136674964557689,695552894103096,402329942913551,pop punk
187918402298344,207869202951647,727257399803571,-991951117800463,168949962003757,214000676861073,easy listening
127900750439621,-240132797813024,-118284608802518,409221484943465,-529193891885596,207725375017818,oi
130757604628214,-133309690836479,-220204498352271,-724341553207457,650560364591545,354960884307813,experimental rock
110537305104792,-145300911708174,-166280505538817,195901732221726,125959887983079,193931826457894,industrial metal
118545677221157,170486914908459,-786529532723645,248005230222069,-56294850411552,194728326693943,garage rock
-454628328805539,-465806441722311,132661034683281,-402367695308945,-468532028407164,-170961757594428,chill-out
128061328279498,-147993148498597,124758928144171,-175290669306016,-442648387415584,515658325610462,bhangra
14306271086966,495167296634192,-311508512647077,576548189879989,852407775043855,191524250328896,chanson
159775295961183,240481144734521,-116981722072476,-295820694360906,-444977715411464,14771398418235,brill building pop
119652767593543,-115885933100954,-139119328909214,624826469432318,-262335028018418,277346086405454,hip hop
136308943011222,-305381083452604,94682500231912,392835281336613,95819869093715,361018732995824,brazilian jazz
122400217097246,-208049818562045,-151429176482417,-338807915701226,689862554675332,343258436736973,hardcore punk
14773739062798,110449315939029,173095324218971,-573750396843144,-524488713427125,283212249441946,samba
516368480864791,433590632377554,-117648238199418,314038682261217,426285804465993,-878802442647409,country rock
142693305861114,440714898441494,176408300089431,-123555377821866,-877043520070645,537144789045476,death core
127193325239243,-159859189319305,-19534834768101,-759492484966687,351355892902875,424380083021506,screamo
153095679367839,156721521120872,-116065785218299,-695447887145068,-838724448422191,282563368846122,progressive house
1442308611156,-176577693365304,620302070459617,-121706465110421,191569786697465,526143230362133,power pop
-312794678860473,143295917632804,216390936735988,-103966345969401,-706731900856419,-444614978485763,dance pop
146740217490308,116460069867027,-122710487373548,559383351360077,-164059476019909,272031271993121,comedy
117959438739239,-121672608101131,-10624953043,613115880117409,-649618066111735,455085226508594,ska punk
148479648299171,-26889849323662,134728300148156,-398216749820958,183112687708765,540178606708813,folk
175860193992505,259001463693512,-62590395987284,116333803201139,186011668230218,207417490605231,instrumental pop
604846859189168,-133563907651749,-136064953651055,-106946925140849,136346385580526,-664439125951784,post-grunge
170318494296436,11889166741545,-163143683992964,-115063811577012,183416963427583,26579120265674,meditation
14391926906839,427272993383992,-115438646899991,-225534569727485,-138846633718425,361202609747591,modern rock
156802698028795,140767540366629,-101178967781507,22968406321731,725266069148437,297993740262248,trip hop
137648127141072,353954933457701,-89926094281994,259952230970895,-122025180710111,432342543613161,gabba
114823397835244,-141522162724103,393460098621556,52472986231607,-100772034485716,626391062649628,ska punk
110981246718831,-239604858308638,939894580915835,383475690600336,-177076904939969,710867437504344,blues-rock
108201848090116,-121306487731925,115961003064311,-154144191161231,833014780858764,-259785400902722,classic country
103935101590288,-154409207442097,-109888306909729,-147628958873619,-246666682534553,-373328869447662,rock steady
163646335845373,281875453225706,-272735588218875,161528848305528,662821913721594,247750828769926,instrumental rock
130007842796478,-143155379152219,-741904577176104,-574541580140928,522781922367322,557357225322474,viking metal
125557003904105,-144001417056559,792092062077736,-224496026992727,-188722431261987,682443249422389,no wave
153546014170039,867466920720413,619081131574286,-512915816714347,206184038769517,518521230642455,latin jazz
136714134917335,-548712067536185,-1105876296091,990693106737816,108303761281829,440512822036127,hardcore punk
120565150660167,-201681304789237,-21835034420252,338166188159089,334713859940893,64222501921628,hardcore punk
145478379193086,52895572196661,632651451941244,233816312326257,121144914374134,548142197096356,comedy
1795341013888,261625044461933,527268877776531,343758545448241,22011182605083,361164552999107,ccm
144622821814718,-443096874604448,574195523424727,-123758010004853,962678903414063,662354274920252,latin jazz
152107099495849,684054431722769,-167778097610528,-99188774542922,470599011485272,465758505470829,instrumental rock
73514883596581,-17230041790268,31141466338065,-264664202318078,-803270053578301,-694908205320974,tejano
160133194296804,689111783092171,158336925959094,-291533650040779,166682600389093,619131331572548,soundtrack
153491903537567,123314722587639,109265734518307,-858467380745188,-863436603068013,599239951589205,skate punk
129549601451551,-18979996383825,532054520510397,386661698062856,154516626114595,686346095505077,post-grunge
179648736060234,200126266255344,896162000034558,-106686213297975,176474399713503,496985770052771,electronica
108117923870942,541418423790084,-162922669807633,-758162916788967,993808745929788,-448790540243326,country blues
131274448511946,-631782867300394,183830658890869,-511051846955022,-115445533597889,664618971482905,grindcore
130751186381607,-107801379859829,553947994529512,890345946604707,853951099724043,643506166374821,hip hop
933108893917323,-59140590696861,888880491594028,-469169284215937,25593261338293,-403598775932831,disco
170950453840733,459658806404134,-411822518738704,-104361861116297,25862478424537,50292963606885,gangster rap
13520320528488,112856827222362,-642948206652587,182251413905173,-135675212725939,463359749624351,jazz funk
-475237650350266,-185556603354435,-169261471026975,-37802761450189,104970895708101,-125547969460717,black metal
15818064305199,224024674025386,-346932185638981,187872642228835,490027673903641,401795000358575,black metal
154325598652474,812175862443146,344778232201219,-17244759123098,242633042957103,610361171708795,latin jazz
188417628398749,220908209955058,-119513657632942,-369736840440154,300768590845486,367526103723838,instrumental pop
129779663169413,-169610190732621,-16661803661733,699758424681738,104605034652778,609340216480169,hardcore punk
128869370361847,-137341878809474,-180191855479729,73177831600013,391113292008973,583296138001366,progressive metal
129716767151677,-129497619497596,835955879926921,-136779876528789,-218974083227493,799809944870537,christian rock
145992741077556,-926977575484728,-134339190700274,-634576869261637,104441277271589,609519870687052,punk
135190641367076,-155553369450374,-501269165285269,-139811118176836,-317425704950938,766404148514696,skate punk
145765044411026,710768606523671,-128131487839595,145569193241509,354281873821779,499288421580976,power pop
16643802089473,-117213027938275,826799640804938,211680658296287,189996636523192,399445551331267,experimental rock
149528893932378,222639298347856,-695011476589685,359937754516957,630850507447256,601051781290066,orchestra
172908213907038,132988502348674,-357454282075034,846441305983404,221134370708775,492929648799833,classic rock
153134570380765,289875048549649,-119624039477428,696769558205144,139090704614724,578895729277034,jazz funk
848250454763696,468563466001506,11825352298947,331733304213229,-348427113705631,-484200038439215,power pop
857987025428521,-434905055758838,888374569087582,-397721099486518,570650062275755,-532153277237583,honky tonk
134562500556499,993898094973826,228193509802249,663500091433923,-250116504881271,769660831466188,grindcore
289190738620937,-547144029985569,-164618727539965,367772453524572,22645492608506,-104993259162801,progressive house
105284432663331,261968620304411,36005647368973,104477452872699,1476483101654,-311714359999986,rock 'n roll
144209478325581,-795506040407145,233522538059682,-711271235411192,302910727741843,738489867704706,dancehall
137462174946274,-680736631313353,957066223647169,854119070756342,624482625439489,7383899824251,hip hop
163732067409887,972562995733851,-120156747279035,127320003981886,229249853261965,445194960010395,chill-out
203640884800793,-937144327135782,-155744450594693,-583803204421163,315102006010335,507698745893706,r&b
166898165567596,35376941661022,-567057028412393,-204828125886519,575904902704138,689326368776601,country gospel
142321254791127,-233693934704474,-151775061652998,-29505768262738,-724040043008338,644466647097421,speed garage
120990997891003,-162877387045734,402232879121368,629212615505567,-799416588611955,816503653688481,hip hop
137972964218025,-157738848775466,-221167812010832,-117591514276397,-227282646596922,784375503069362,smooth jazz
1364514953429,-721337333278959,97396923201472,100778006096721,545826019078219,818988531321141,hardcore punk
107170082941986,13127438661637,-130019004641575,-124780089435373,251554939789011,-502510518409222,chanson
144215010948371,-189977783775133,181044366097493,785450817827668,603145409444292,750119594859214,rap
203058976892446,100426863178435,550177002107662,-283241113483959,116205213130575,434687043818979,latin jazz
125608588462978,-191216724067197,-187024655765801,163628001597927,-518863263393173,794490852047272,jazz rap
119392454437701,-162256834815855,-49409516614302,12110483722304,-725158741629431,821722051658732,hip hop
342090707010459,-10979134977868,-132493626894203,338784578767532,-820172437077072,-695439757036581,dance pop
17660960392884,212501234235411,-907490674712517,-309124593437361,690260787880849,584202111902229,religious music
157001978556801,158791133943379,-799970370662019,266200842382524,127182804836945,48168134344335,screamo
184426758477145,-331835514481012,-100694310083832,-870245054893383,-746204700102151,450345345446441,power pop
179721289263071,161447139573011,-253128710159753,-175766945624082,449016548406305,730579280364785,stoner metal
151425111487945,-122243827031709,560617674634521,-852659549958423,148463787609055,937968036842787,ska punk
136694323695417,-10237361692306,629682930746315,-641594839676266,-376516895757633,950411863975492,folk metal
163797619574417,901588779854828,-141465463825126,-23725270959657,396220744430963,676050408194113,country blues
146686758657776,-423556856110489,171246450498159,-172010769011116,-440721236294379,969717234393539,new beat
140234122164405,102890487989219,-358609408571737,173834428204425,-152068652382306,733043368327569,power pop
178617271423836,-131985349163166,-151932382581448,-157234758217205,299760823027701,757248151132465,soundtrack
161042322257257,175012489718377,671946592861379,-70453576011328,777625847034446,913488469234593,chill-out
169646556357911,175583856927836,-117491463259987,187631588395722,276367608451622,655354420495494,country rock
178347145257305,204998641004395,212287637041394,554596482257114,161486491871465,709388839448293,soundtrack
122989876056108,-138538848757609,161760457519653,929129634777612,-106757333067954,107697086747984,techno
523690171071901,-180223796332588,119167447122046,-861793182348082,1286426615101,-73706030919123,rock
136395593064036,-105821190479679,-23583636886169,951826879715462,269962223209001,915757649887453,trip hop
798865913744819,319766900360313,541241887318475,-179156945576214,-110372325054639,-678754696956179,tejano
152122889204718,-129855404803071,-177001083730648,-14234997331651,186050536617622,854077252551379,honky tonk
166295633288838,140863575939239,-126677150871569,180627954761694,16693319687883,657309863622078,hip hop
137804119649124,-510911514870821,272481872834788,73054308517524,-673312247926602,932365193743875,garage rock
168227295255966,912768897864985,-14478652306054,-408358385900432,54146682782222,739698138290852,dub
10681967700024,126826041060099,-434756647155606,-11280737055993,274804727452859,-525659687715202,latin jazz
154939569538314,652540683426844,-166713588263561,87785517077643,235117115148501,812660024384763,jazz
187774435235164,16621426515088,-147702068219091,-236130581767132,491652996836133,757410866667443,rap
113547877568942,602582044501171,-88307554292183,-399694305449831,169989151306547,-405374850661732,western swing
128250732325272,-385972715781218,134915302193594,234113303975978,-772394645040016,960502078248773,hardcore punk
137725963432575,127071597946812,-152278922855566,-141213501275065,-641291471356881,-234886435397901,german pop
161419036219275,554870961164038,859167783151783,-248222802935785,308377780888594,953433431958116,broken beat
154028176148959,308295368576232,389949106705819,-245621921973461,-531900041787232,928932592735927,ragtime
145811203998169,-723625100087986,124052639332196,-108192267142946,-872701353639421,111084537608742,stand-up comedy
173564269476665,144589688058418,-129055976326186,-151862234092393,-657246272835655,812822209903853,ccm
155768436947003,-416914180003334,-547207619283422,-164991925697852,-535722724322287,986859416230733,jangle pop
153972854012281,-489752384565768,134597351624222,-468889046919803,-102721606701439,105113076134908,grime
167968583714626,871672535863264,574969597666929,-116871619969974,871210960204583,917993609116642,trip hop
183993884410527,17746951982184,176088010195983,956853005570149,305694625922462,852542765113632,soundtrack
136192570011206,-139734685017751,113649501215094,613569710548982,-292233944992368,112981274004326,breakcore
154968313960148,-786103197667326,-160136580406433,993459846036205,118215493507323,798465604530854,death metal
186005343931407,199748527078521,107974305770985,467602164647827,194595880022769,792465541193703,orchestra
132715552388389,-211016704469472,649809859007978,-659676230236121,-513625699723566,113509297562928,alternative rock
13354642334059,-11634302621075,137461942547291,-382313124871962,-129698646303879,108016669131616,garage rock
165185211913547,900112337675208,59563515024746,650682350743952,979009363799331,892344239395479,country rock
166225177306296,-20673329557613,468718859306546,-226789568892041,209554635188303,997175206114021,soundtrack
152578925636517,148266382062766,-919978603736352,192950177093516,-798987919510756,803806032702007,meditation
159108663049236,567779323559223,-128729550925861,-631530177355617,-220850916190003,93825098834978,stand-up comedy
140334852878484,-125428578046229,112557958244353,143584441481957,92270009832664,116706660732274,straight edge
174536039198387,104533325195487,-150259467028048,620557368929653,198184020156211,793521010015856,brazilian jazz
143216978874908,-121003430031963,79261907735254,50992514902218,765292068682933,113174923487721,texas blues
198305767689493,260519608423131,158371427243556,-240686831410956,260932394076567,910045713226114,pop rock
143691320729999,-255278706785429,-237295898136472,237448882627456,-137404212215158,107950306619504,pop rap
178052132254916,128244272507519,-112454053260768,-108446634992942,388071940642343,916378257735996,soundtrack
180441079357994,226157510256027,128789809879643,-132770916045039,240171398769382,113022762549863,nu metal
153873594143824,272297398717827,368092637540052,-267448568695981,-892955958338691,110195539755761,screamo
